stable_id,native_type,internal_asset_name,observed_scene_support,has_area_entry,has_book_event,native_components
1bbf39c12f9f8174d827cfffda03456f,Location,Location_NorthNarlmarches_Village,absent-current-main-map,true,false,
1c36a0734c4e4b142a53711e2148e16f,Waypoint,Location_CH04Crossing41,current-main-map-anchor,false,false,
1c78a6ea8b8d4f14a955c4110d642df9,Landmark,Location_MapTextLandmark_GudrinRiver,absent-current-main-map,false,false,
1d46ff87495318249a2a7039e7b2c2ed,SystemWaypoint,Location_EarthElementalLair_Waypoint,current-main-map-anchor,false,false,
1dfe6470911469d47a0655cd7756e202,Waypoint,Location_SSCrossing17_Waypoint2,current-main-map-anchor,false,false,
1e69f33c3fd08214098914e3e505cbf7,Location,Location_Littletown,current-main-map-anchor,true,false,
1e94362ad40b7c2499f4818f0ea2f59d,Waypoint,Location_DWCrossing02_Waypoint,current-main-map-anchor,false,false,
1ed06c8bdaa929e47acf844bfbd54b26,HiddenLocation,Location_DweomercatLair,current-main-map-anchor,true,false,
1ed3e2c7ab7dfdc4c8fa6e4a4a31902c,SystemWaypoint,Location_Event3Hooktongue_Waypoint,current-main-map-anchor,false,false,
1ee73aa52dab0264ca0b671d9a593c02,Location,Location_SpiderCave,current-main-map-anchor,true,false,
1ee8ce73382a8994b9c33a96ea40544d,HiddenLocation,Location_WolfLair,current-main-map-anchor,true,false,
1f144e3a0ded08243981480ff1df6aac,Waypoint,Location_CH04Crossing24,current-main-map-anchor,false,false,
1fb0c8764c8f6db469a25f3cc2f3364c,SystemWaypoint,Location_GMBE_DeadNoble_Waypoint,current-main-map-anchor,false,false,
1fd850d8e2576df41ba3226c6e820bfd,Location,Location_ResourceSilverMine01,current-main-map-anchor,false,false,
20335f0f91581f2458cb2f62c142ce3f,HiddenLocation,Location_DarkerThanBlack,current-main-map-anchor,true,false,
203e24eb1334c3549b0f07a5619f06ff,SystemWaypoint,Location_LizardfolksLair_Waypoint,current-main-map-anchor,false,false,
207e07669c8d797438bb8bdc87834c78,Landmark,Location_Restov,current-main-map-anchor,false,false,
20b684708f018b24a9f14993e0f1ebe0,Location,Location_ResourceAncientRuins01,current-main-map-anchor,false,false,
2163493bf08c99b4487987674105afe3,Waypoint,Location_CH04Crossing05_Waypoint,current-main-map-anchor,false,false,
21a570b22bc1445439eb8d27fcffadbf,Waypoint,Location_VHCrossing05_Waypoint2,current-main-map-anchor,false,false,
221a2b216c889c54d8a0d602899f29bb,SystemWaypoint,Location_SpiderLair_Waypoint,current-main-map-anchor,false,false,
2260311549623844f9026bd930ae9b54,Waypoint,Location_Chapter01Crossing46,current-main-map-anchor,false,false,
22ce500216682d1449aa373ca6533ccb,Location,Location_TorsOfLevenies_Village,absent-current-main-map,true,false,
2334dd60a29366a47bf538bf9b85e5e3,Location,Location_ResourceDefence01,current-main-map-anchor,false,false,
235913d6d51ff7e4f93f1146b39652f9,SystemWaypoint,Location_NotRaddishPatch_Waypoint,current-main-map-anchor,false,false,
23a5f6b697f0a7c47bd4b502d22d3587,Waypoint,Location_MurqueRiverCrossing_Waypoint2,current-main-map-anchor,false,false,
2434c5f59cb630f469d44d1d6e291add,Waypoint,Location_Crossing21_Waypoint,current-main-map-anchor,false,false,
243b8ac2715afd446a58af2c8bd144bb,Location,Location_Silverstep_Village,absent-current-main-map,true,false,
249d0384f3dd6374ba54517179b37128,Location,Location_ResourceValuableFish01,current-main-map-anchor,false,false,
25436be6a07faa44fa3bb8cee6c492b5,Waypoint,Location_VHCrossing05_Waypoint,current-main-map-anchor,false,false,
262190a229d9b884799123396d330804,Landmark,Location_Restov_DLC2,absent-current-main-map,false,false,
2629b90a76e8557499a9af523f710d1e,Waypoint,Location_CH04Crossing58,current-main-map-anchor,false,false,
26f61b54da36de74788a578efb5861ef,SystemWaypoint,Location_GoblinKingFort_Waypoint,current-main-map-anchor,false,false,
27275279d6cd97141afcac2566fdbb7e,HiddenLocation,Location_TatzlwyrmsDen,current-main-map-anchor,true,false,
27aa06dc2f90fa946bde6913ce8547ad,Waypoint,Location_DWCrossing04_Waypoint,current-main-map-anchor,false,false,
27be48d6143e2ac4192b6569c1506d68,Location,Location_ResourceFruits02,current-main-map-anchor,false,false,
27cb8134be78ad24e9b88c33ebeeef50,Location,Location_GMBEBookEventTomb,current-main-map-anchor,false,true,
28e70505dc8f9a14fa70b72fab1de6b1,SystemWaypoint,Location_SystemWaypoint2,absent-current-main-map,false,false,
2902661ff7322a644b1b52c763b153f0,SystemWaypoint,Location_Event2Shrike_Waypoint,current-main-map-anchor,false,false,
2937b6f275d84024e9b3a65b887df7fa,SystemWaypoint,Location_SystemWaypoint8,current-main-map-anchor,false,false,
2992a8b0962fac24a9b4c596d1568e2f,Location,Location_GoblinKingFort,current-main-map-anchor,true,false,
299f44ebc19ecd948b425e6ab53453bd,Waypoint,Location_CH04Crossing51,current-main-map-anchor,false,false,
2a36f02ca1958a1459fea8f94f59dcf3,SystemWaypoint,Location_GoblinVillage_Waypoint2,current-main-map-anchor,false,false,
2a4ada98e0d59c04bb28463f1c1e1a0a,SystemWaypoint,Location_PitaxHorde_Waypoint,current-main-map-anchor,false,false,
2a7dff60f82d52e4bb579accc780f0f2,Waypoint,Location_Crossing18_Waypoint2,current-main-map-anchor,false,false,
2a8b0391bd7878c4fb151483e3e6c98b,SystemWaypoint,Location_NereidLair_Waypoint,current-main-map-anchor,false,false,
2b42895e1ef216348a60a3a34d78c404,Location,Location_NettleCrossing,current-main-map-anchor,true,false,Kingmaker.Globalmap.Blueprints.LocationRadiusBuff
2c01f3d9745e0134a979702f8dc88d03,SystemWaypoint,Location_VH_DLC2_SystemWaypoint_Fake03,absent-current-main-map,false,false,
2c54885a6574cad47999ea9a781ec3a7,HiddenLocation,Location_GiantFlytrapLair,current-main-map-anchor,true,false,
2ce29069377ff804a884f6355ca01bf2,Location,Location_ResourceIronMine01,current-main-map-anchor,false,false,
2d45bdc497ea4cc4282e52825a4767ce,Waypoint,Location_TOLCrossing03_Waypoint,current-main-map-anchor,false,false,
2d84c68563e6f274caf944b271344dcf,Location,Location_LostLarnReturn,current-main-map-anchor,true,false,
2da301e0f889e2f40a8981127de4cbee,Waypoint,Location_Crossing25K_Waypoint2,current-main-map-anchor,false,false,
2dbc74c889b0be6459f6ecadbbf21b1f,Waypoint,Location_CH05Crossing18,current-main-map-anchor,false,false,
2e28b928e0e532f4c88188e608d85ee6,Waypoint,Location_CH05Crossing36,current-main-map-anchor,false,false,
2f2ad0f154709114394392b29752f3f8,HiddenLocation,Location_NorthNarlmarchesRegionLair01,current-main-map-anchor,true,false,
2fbecc5e5b84c324e92ecce07a006973,Waypoint,Location_Chapter02Crossing17,current-main-map-anchor,false,false,
2fc7841276214c245ba8d3f93cf4c20a,SystemWaypoint,Location_LonelyBarrow_Waypoint,absent-current-main-map,false,false,
302c3a537f257f644896784ad676d325,Location,Location_ResourceRuins01,current-main-map-anchor,false,false,
312bf36ac8bc4c74cb0969908c876cce,HiddenLocation,Location_Puzzle03,current-main-map-anchor,true,false,
312e0eeca119dc840824dca467ba2917,Location,Location_ResourseCoalMine01,current-main-map-anchor,false,false,
31a5935258f98314ab407dc10f48e49a,Location,Location_Dunsward_Village,absent-current-main-map,true,false,
31cadcab4e96adb499344a0fff3bce8d,Waypoint,Location_CH06Crossing11,current-main-map-anchor,false,false,
321cb58ca6fd35d4f966931c260f4962,Waypoint,Location_Chapter02Crossing22,current-main-map-anchor,false,false,
32b3849d4332dac48832d7153b420e0a,Waypoint,Location_CH05Crossing15,current-main-map-anchor,false,false,
3303b4b5ce7145d4c8d931d3279914c3,Waypoint,Location_TOLCrossing01_Waypoint,current-main-map-anchor,false,false,
3313a7309ae0a3448b089e510783e5c2,Waypoint,Location_ThornShrikeCrossing_Waypoint,current-main-map-anchor,false,false,
332a9a0e7bbb502408d5d44a08c70f72,HiddenLocation,Location_WorgLair,current-main-map-anchor,true,false,
3353953b543fcd24492f9d181016fe48,Location,Location_ResourceAncientObelisk01,current-main-map-anchor,false,false,
33589797e94b67d43b7dd47058585b51,Waypoint,Location_CH06Crossing07,current-main-map-anchor,false,false,
342ac59e077e5a34fb3239fb73411b20,HiddenLocation,Location_ManticoreLair,current-main-map-anchor,true,false,
3436ff5b3835df949b28b04dd1826f39,SystemWaypoint,Location_SilverstepGrotto_Waypoint,absent-current-main-map,false,false,
35955415f1ae61b4fa4c175bf458322a,HiddenLocation,Location_NightmireLair,current-main-map-anchor,true,false,
35bc2b7edaf44ca40b4b602f8affa5ff,Waypoint,Location_DWCrossing01_Waypoint,current-main-map-anchor,false,false,
36634f61ae214754091717793e9eef23,SystemWaypoint,Location_EternalGuardian_Waypoint,current-main-map-anchor,false,false,
36ded142f085cc0408752bb4ed785217,SystemWaypoint,Location_JaethalQ1_ThornRiver_Waypoint,current-main-map-anchor,false,false,
36df6d64549c46a448a37d3147b84273,HiddenLocation,Location_RegQ3_SharpFangsCamp,current-main-map-anchor,true,false,Kingmaker.Globalmap.Blueprints.LocationRestriction
36e6eb0b1ba389b45b9eb1225d5c6c4f,Waypoint,Location_TOLCrossing08_Waypoint,current-main-map-anchor,false,false,
37371fe6405cf744fbed4efb80de6bfc,SystemWaypoint,Location_TempleOfTheElk_Waypoint,current-main-map-anchor,false,false,
3776b990b065aaf4b9c920d6c08d83b0,Waypoint,Location_Crossing17_Waypoint,current-main-map-anchor,false,false,
378f1412a00c6ae4aa3f03f2cf9d0f57,SystemWaypoint,Location_CapitalRegionLair01_Waypoint,current-main-map-anchor,false,false,
38638e43953432e42a037956f798f15e,HiddenLocation,Location_OldCyclopsTomb,current-main-map-anchor,true,false,
389c48becee7a304ba7717df51af7b91,Waypoint,Location_CH05Crossing12,current-main-map-anchor,false,false,
38d5adb9ce8704d46830946869fb4857,Location,Location_ResourceGoldMine01,current-main-map-anchor,false,false,
38e83664466e5ac4ca1bf0012d016185,Location,Location_BloodFurrows,current-main-map-anchor,true,false,
39484f57c12498545a0fd4e6296f54b0,SystemWaypoint,Location_MudBowl_Waypoint,current-main-map-anchor,false,false,
394bae21fbc763443b823e57cca71b9d,Location,Location_LandmarkKamelands,absent-current-main-map,false,false,
39c9ee7b5e603344292871503fa9d483,SystemWaypoint,Location_BarbarianCairn_Waypoint,current-main-map-anchor,false,false,
3a9f6de0195cee344a9f1377fa73bfa0,Waypoint,Location_CH05Crossing23,current-main-map-anchor,false,false,
3ae37a46936055048b079560ebf0dbfb,SystemWaypoint,Location_Puzzle05_Waypoint,current-main-map-anchor,false,false,
3b246c6a954aa5c4586f1ee86b5168fd,Waypoint,Location_Crossing30_Waypoint,current-main-map-anchor,false,false,
3ba7bfa6468c1d14f85616f41e55ae6f,Waypoint,Location_Chapter01Crossing38,current-main-map-anchor,false,false,
3bbbb60eddc14b6439d1eaa49fbc022b,HiddenLocation,Location_NotGlenebonPlains,current-main-map-anchor,true,false,Kingmaker.Globalmap.Blueprints.LocationRestriction
3bf04bf130f88754c8dd9367ba2e16c2,Waypoint,Location_Chapter01Crossing50,current-main-map-anchor,false,false,
3c90f9efb251d3b4fa5a58f34a203f23,HiddenLocation,Location_BlakemoorHideout,current-main-map-anchor,true,false,
3cf6c925d3fca1943b538db776f90b20,HiddenLocation,Location_ManticoreLair2,current-main-map-anchor,true,false,
3d02eabdfd62d5b4a913e65ab6380b40,Location,Location_Outskirts_Village,absent-current-main-map,true,false,
3d7368d022b9eff4c89925cc4d36ed50,SystemWaypoint,Location_IronstoneGully_Waypoint,absent-current-main-map,false,false,
3d8ce4f4e4f2e2a419b665d3adc14cb8,Location,Location_ResourceRuins02,current-main-map-anchor,false,false,
3d95b3152736b2f439d113257ae792c2,Location,Location_DunswardOutdoor,current-main-map-anchor,true,false,
3e54b25da51e46b4f9bcc111f52f89ee,Waypoint,Location_LizardfolkVillage2_Waypoint,absent-current-main-map,false,false,
3e71f115d4d9bd84abbdf55d51029261,Waypoint,Location_CH04Crossing29,current-main-map-anchor,false,false,
3e85092e2ebe8884d958a86fd975e26a,HiddenLocation,Location_ThanadaemonLair,current-main-map-anchor,true,false,
4022cc90a4359864ab5b30898ce9d168,SystemWaypoint,Location_JubilostDebates_Waypoint,current-main-map-anchor,false,false,
407643442c02d4d4a92d652d9f5cc83a,HiddenLocation,Location_Puzzle02,current-main-map-anchor,true,false,
41a57180e389c714980e6b0e33814ad0,SystemWaypoint,Location_OldCaveDungeon_Waypoint,current-main-map-anchor,false,false,
41ce5a4d8a8a0504f8a395ee659755c9,Waypoint,Location_Chapter01Crossing10,current-main-map-anchor,false,false,
4239fa6876df0e24ea6742a2e1690087,HiddenLocation,Location_EarthElementalLair,current-main-map-anchor,true,false,
426a41b045f1b574bb1b616d057bdc17,Waypoint,Location_Crossing33,current-main-map-anchor,false,false,
440490d3fdb9ef946a59ee4b0d447dbc,Waypoint,Location_TOLCrossing04_Waypoint,current-main-map-anchor,false,false,
449e8d913a3c34647848bc247ccb51df,Waypoint,Location_CH04Crossing62,current-main-map-anchor,false,false,
44d379e654b59ae46876f074f660c460,Waypoint,Location_CH06Crossing15,current-main-map-anchor,false,false,
455b3114b4fb9f74d988574e92e511d4,HiddenLocation,Location_SpectreLair,current-main-map-anchor,true,false,
45d712b557dad40419d63d089e8147f1,Waypoint,Location_CH06Crossing13,current-main-map-anchor,false,false,
45fa0accb403ac64c878afb069271481,Location,Location_LandmarkTorsOfLevenies,absent-current-main-map,false,false,
461733170462ebc439f0bd5291de0fa5,Waypoint,Location_Chapter02Crossing21,current-main-map-anchor,false,false,
4641d0b0693c5e842a2a3532cd7ba9b2,Waypoint,Location_SSCrossing28_Waypoint2,absent-current-main-map,false,false,
466a6392b9309604d9e98257e1d90dc5,Waypoint,Location_Chapter02Crossing11,current-main-map-anchor,false,false,
46d8c64b5dc71644ba7821b968a337f4,Landmark,Location_MapTextLandmark3,absent-current-main-map,false,false,
475670b5899570f4897db371e3c7665f,SystemWaypoint,Location_MandragoraLair_Waypoint,current-main-map-anchor,false,false,
4823f0a7a38dfbe429517f7d168b04c0,Location,Location_ResourceDefence01,current-main-map-anchor,false,false,
48683c38304243f4488fca1a57201115,HiddenLocation,Location_LonelyBarrow,current-main-map-anchor,true,false,
48875ea76c9d90e4783bdd2a162848f8,HiddenLocation,Location_KoboldsShrine,current-main-map-anchor,false,true,
48efd3fa5cf5489448fee404c6196ee1,SystemWaypoint,Location_VH_DLC2_SystemWaypoint_Fake08,absent-current-main-map,false,false,
49162489fdcac0b499bbe3770b4e5405,Waypoint,Location_Crossing22_Waypoint,current-main-map-anchor,false,false,
497b44c317543e94a93c4c473a5a3047,Waypoint,Location_CH05Crossing35,current-main-map-anchor,false,false,
49edbeae6b7fb47459fec537ade3d45d,Waypoint,Location_CH04Crossing53,current-main-map-anchor,false,false,
4a40333e2c43a2343b2140d4eb28b96a,Waypoint,Location_Chapter02Crossing14,current-main-map-anchor,false,false,
4ac14c5413c2ef644aec140cfdc83d82,Waypoint,Location_CH04Crossing06_Waypoint,current-main-map-anchor,false,false,
4ad53f10ab6f7a247a5e640d755c86e7,Location,Location_Brineheart,current-main-map-anchor,true,false,
4aeccb6ee7aca2043bdc1e13df8dd244,Waypoint,Location_CH04Crossing38,current-main-map-anchor,false,false,
4b4fb5674e5ab004e87806c5dd6d4c0e,SystemWaypoint,Location_SixBearsCamp_Waypoint,current-main-map-anchor,false,false,
4b8411064f053af48bfc1f5be7e400ad,HiddenLocation,Location_TradingPostRegionLair01,current-main-map-anchor,true,false,
4c036a49a11e7164aa4b1b855d249fa4,Waypoint,Location_VH_ToShrike_Waypoint,current-main-map-anchor,false,false,
4c107d3ac63b6ca43b679f421baa2eaa,HiddenLocation,Location_MudBowl,current-main-map-anchor,true,false,
4c182b435c1d41d489368ede0e2fabf7,HiddenLocation,Location_IllthuliaksLair,current-main-map-anchor,true,false,
4c75a405da98a35449d1cfb05961ada0,SystemWaypoint,Location_OldCyclopsTomb_Waypoint,absent-current-main-map,false,false,
4d27edd5e1015df4cbf59af904980961,Waypoint,Location_CH04Crossing63,current-main-map-anchor,false,false,
4d77264379d84f644b0c726f7cede1ae,SystemWaypoint,Location_GoblinVillage_Waypoint,current-main-map-anchor,false,false,
4d952cd7d703f6e4fa39b52d87a497e6,Waypoint,Location_SSCrossing27_Waypoint3,current-main-map-anchor,false,false,
4e168e926c5c87f459defc0a8721e9c3,Waypoint,Location_Chapter01Crossing18,current-main-map-anchor,false,false,
4e4540e03a0366b45a278410ed24390f,Location,Location_LandmarkTuskwater,absent-current-main-map,false,false,
4e9297be1eba23b4db5eafeb8db1872b,Landmark,Location_MapTextLandmark_ShrikeRiver,absent-current-main-map,false,false,
4f138c1d6d4814542bb87e1871958385,Waypoint,Location_Chapter02Crossing13,current-main-map-anchor,false,false,
4f40aae780af48a48bf93ab6f3caab92,Waypoint,Location_Crossing25_Waypoint,current-main-map-anchor,false,false,
4f880d7eb8124e24fabb34345fa243fc,Waypoint,Location_CH04Crossing39,current-main-map-anchor,false,false,
4fe3113d1fedbbc43b04f8821892a273,Waypoint,Location_Crossing21_Waypoint2,current-main-map-anchor,false,false,
4fe3d1df23949dc42b982fc4c89aee92,Waypoint,Location_CH06Crossing20,current-main-map-anchor,false,false,
50371447bdf67c348bd57953891abcb9,Location,Location_ResourseValuableHerbs01,current-main-map-anchor,false,false,
50aebf59814e01a4b968915bbf912a03,Waypoint,Location_CH05Crossing16,current-main-map-anchor,false,false,
51113dca2f42c19429b52edf7bfd72d1,Location,Location_ResourceFruits01,current-main-map-anchor,false,false,
516d524e357fd024d96119a644d3e66b,HiddenLocation,Location_TuskguttersLair,current-main-map-anchor,true,false,Kingmaker.Globalmap.Blueprints.LocationRestriction
51d84022f6b5dbe49bc393cdad5e6449,Location,Location_ResourceMagic01,current-main-map-anchor,false,false,
